id,title,Carrera UGM,UGM
2554,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2555,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2556,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2557,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2558,Odontología,,
2559,Odontología,,
2560,Odontología,,
2561,Odontología,,
2562,Odontología,,
2563,Odontología,,
2564,Odontología,,
2565,Pedagogía en Educación Diferencial,PEDAGOGIA EN EDUCACION DIFERENCIAL DIURNO,EDDISG1
2566,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2567,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2568,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2569,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2570,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2571,Pedagogía en Educación General Básica,,
2572,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2573,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2574,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2575,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2576,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2577,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2578,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2579,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2580,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2581,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2582,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2583,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2584,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2585,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2586,Tecnología Médica,,
2587,Tecnología Médica,,
2588,Tecnología Médica,,
2589,Administración Pública,,
2590,Arqueología,,
2591,Contador Público y Auditor,,
2592,Derecho,DERECHO DIURNO,DERESG1
2593,Pedagogía en Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2594,Enfermería,ENFERMERIA DIURNO,ENFESG1
2595,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2596,Nutrición y dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2597,Terapia Ocupacional,TERAPIA OCUPACIONAL DIURNO,TEOCSG1
2598,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2599,Ingeniería en Control de Gestión,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
2600,Artes Musicales y Sonoras (nueva),,
2601,Diseño (nuevo),ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2602,Creación Audiovisual,,
2603,Administración pública,,
2604,Ingeniería en informática,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
2605,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2606,Ingeniería Civil,,
